50	912	918	899	971	913	157	
52	1010	1041	994	1124	1026	172	
54	1459	1320	1312	1361	1294	218	
56	1233	1198	1210	1249	1197	210	
58	1340	1339	1337	1375	1341	231	
60	1508	1464	1487	1521	1488	254	
62	1744	1648	1758	1766	1627	298	
64	1837	1798	1784	1867	1790	311	
66	2010	1971	1971	2046	1955	346	
68	2180	2133	2156	2258	2129	370	
70	2412	2348	2365	2444	2348	406	
72	2614	2540	2532	2657	2527	437	
74	2799	2757	2787	2889	2765	479	
76	3254	3306	3279	3118	2992	516	
78	3313	3262	3289	3407	3257	567	
80	3576	3467	3507	3617	3484	604	
82	3828	3745	3764	3921	3755	650	
84	4248	4113	4156	4300	4136	718	
86	4431	4346	4377	4554	4339	754	
88	4726	4603	4644	4811	4588	800	
90	6456	5298	5100	5314	5075	884	
92	5552	5384	5401	5665	5444	947	
94	6113	5817	5973	6276	5949	1061	
96	6136	5969	6004	6263	5949	1043	
98	6539	6384	6466	6754	6369	1109	
100	6944	6720	6792	7153	6759	1180	
102	7400	7230	7240	7547	7253	1255	
104	8307	7562	7633	9859	7618	1326	
106	8248	8015	8057	8471	8018	1396	
108	8709	8482	8544	8987	8435	1483	
110	9303	9032	9185	9563	9137	1590	
112	9797	9439	9523	10166	9607	1673	
114	10558	10010	10079	10549	10225	1750	
116	11278	10537	10598	11288	10522	1885	
118	11751	11217	11229	11763	11116	1951	
120	12029	11538	11616	12400	11586	2054	
122	12613	12207	12375	13058	12263	2141	
124	13340	12847	12924	13764	12812	2259	
126	16140	13548	16092	16487	13595	2740	
128	14610	14052	14310	15084	14100	2506	
130	15976	14815	14984	15967	14879	2620	
132	16004	15417	15543	16818	15475	2731	
134	19667	16345	16556	17841	16389	2908	
136	17660	16903	17056	19307	16935	3046	
138	19656	18061	18033	19334	17757	3164	
140	19283	18498	18601	20073	18455	3299	
142	20360	19419	19883	21831	19547	3609	
144	21707	20098	20242	22641	20158	3637	
146	21932	20914	21277	23342	21131	3793	
148	23286	21852	22105	24462	21927	4009	
150	29085	22875	23270	25273	23034	4176	
152	25674	23611	23856	26971	23704	4379	
154	25896	24600	24988	27488	24785	4499	
156	27778	25446	25886	28673	25560	4725	
158	30480	26792	29936	31967	26839	5245	
160	30284	27408	27828	31489	27594	5136	
162	30849	28686	29260	32475	28822	5269	
164	32700	29425	30207	35105	29700	5639	
166	33165	31128	32003	34890	31358	5733	
168	40017	31797	32675	39618	31977	6255	
170	36863	33093	34012	37952	33204	6152	
172	41718	34931	36103	43052	35378	6960	
174	42154	35584	37177	41806	35959	6908	
176	43388	36518	37744	45084	36754	7204	
178	41670	37892	39059	44704	38159	7251	
180	45288	39153	40398	48247	39393	7694	
182	45265	40860	42600	47849	41224	7848	
184	52264	42817	43679	51923	42154	8441	
186	49486	43366	45898	52157	43744	8584	
188	53912	44601	46918	56621	44825	9172	
190	58659	46532	58345	60282	46767	9980	
192	85694	47564	50711	62195	47830	10092	
194	57019	49059	52521	60999	49482	10023	
196	62111	50503	54334	66492	50928	10798	
198	60294	52738	56313	62891	46235	9443	
200	60023	47899	50590	62648	47977	10094	
202	58691	49232	53585	62458	49473	10140	
204	65169	50391	54127	67014	51080	11028	
206	64018	52158	61571	64810	52877	10906	
208	68411	53663	58777	72061	54284	11489	
210	65679	55027	59406	70945	55220	11424	
212	72461	55804	60272	76644	56304	12336	
214	68525	58371	63310	72887	58450	12018	
216	80174	60773	66842	82675	60994	13461	
218	75723	60788	66573	79597	61855	13023	
220	85236	65661	71638	88463	65152	14488	
222	82481	65803	78938	85254	65546	14273	
224	87651	66371	72987	91423	65733	14803	
226	83336	69090	75203	89320	68483	14029	
228	86865	66180	75115	92369	66184	15340	
230	84640	72395	80613	91212	72800	15047	
232	97141	73481	80380	103125	74713	16487	
234	92013	74880	81910	98172	75096	15914	
236	100608	75429	82414	106006	76120	17275	
238	96866	81129	96316	102189	78966	18688	
240	107855	80363	87640	113619	81241	18553	
242	103653	84737	92193	112453	86852	19263	
244	114701	86706	94091	122717	86111	19374	
246	105558	88135	95209	112800	90301	18997	
248	121382	90868	99429	129230	91757	21039	
250	116493	93335	102069	124730	93552	20307	
252	126994	99019	106109	137705	97257	22103	
254	178337	96678	178751	182686	98639	30343	
256	121934	100506	107718	130877	100340	21910	
258	122081	101634	112490	132098	101915	21549	
260	124144	101918	111170	135974	104757	22561	
262	125511	107502	118027	139598	108618	22816	
264	137738	110824	121169	147666	110908	23843	
266	133063	111149	123388	145765	111176	23740	
268	142878	117251	124200	152270	112754	24811	
270	147762	117066	143084	154406	118273	29875	
272	152411	117458	130766	162741	117913	26454	
274	146765	120667	135198	159691	123743	26848	
276	160548	124361	138000	174072	124814	27889	
278	154464	130229	145908	170208	129855	27799	
280	169245	131157	147335	184132	131347	29492	
282	164307	132379	145630	176776	134037	28890	
284	177741	135462	149286	192642	137014	29710	
286	174433	134855	167572	188602	141593	30925	
288	186817	140716	158340	197727	141033	31765	
290	176261	145604	161169	191685	145577	31759	
292	194691	147582	164643	209956	145844	33222	
294	175295	147605	168935	198016	152607	32834	
296	204221	153627	168209	218067	155481	35019	
298	193968	160370	174287	212558	159309	34557	
300	211874	161214	178144	230064	162542	36815	
302	211552	168853	188713	200151	165535	34824	
304	222575	169547	186261	241941	170142	38989	
306	208399	171865	190220	227885	173431	37438	
308	232684	173833	191502	248221	175393	39736	
310	209898	178017	196147	233969	180758	38232	
312	244425	179992	199585	258465	182461	41425	
314	225374	179996	202408	245470	184824	40210	
316	251017	187989	208100	267895	188596	43234	
318	277282	195404	271984	295030	199918	47862	
320	257027	191213	216645	283499	195511	45042	
322	244158	198730	221944	270196	203057	43713	
324	278232	203717	237837	294444	200406	45584	
326	245414	195688	219670	257857	208321	44140	
328	280104	211109	234022	304163	212443	47955	
330	255523	205404	234209	280219	209025	47626	
332	293113	215440	245091	309780	215926	49799	
334	298807	226863	284738	303941	225186	48813	
336	300200	223914	254504	326763	224809	52403	
338	284554	231229	257430	314333	233245	50611	
340	320455	230989	270397	332642	231734	53304	
342	296244	245361	276499	316968	239360	51421	
344	327130	243091	276157	353940	244707	55436	
346	295003	247333	278952	340884	250739	54215	
348	339042	250000	278099	373390	253684	58855	
350	341432	254606	321403	354491	248224	53502	
352	346628	264673	297980	380290	262099	61892	
354	326800	263899	303118	351501	266159	57242	
356	357625	274343	305071	405083	277139	62391	
358	326975	273867	312059	373467	279626	60651	
360	374486	275163	315499	408251	277730	65077	
362	350268	279706	323741	406694	282483	65451	
364	395744	284582	334443	465696	287868	73669	
366	389649	296174	377381	475172	288420	78769	
368	401059	293690	334597	551706	296175	89101	
370	374584	299261	341758	553049	301522	91460	
372	413677	302242	336140	666501	359914	124661	
374	426596	352212	402119	730859	356839	101879	
376	431914	315164	358975	734100	316104	123463	
378	399410	324619	371650	682388	332521	135920	
380	442970	324409	364963	788154	329288	138875	
382	606147	335352	608644	952322	335109	154696	
384	458152	336612	378732	886750	329335	132932	
386	428171	341974	389576	986553	344263	137580	
388	482608	346872	411801	1082663	350297	166714	
390	442213	353818	407611	1068403	356010	201845	
392	481202	337514	421311	1014532	355190	220662	
394	455310	360954	423227	1129267	365593	209260	
396	517314	369236	442731	1124364	375458	188048	
398	502084	377159	471979	1116451	381975	170214	
400	518822	372131	432949	1408706	384762	221877	
402	486531	382187	446801	1562599	390033	246403	
404	549383	395518	469021	1591190	391733	265664	
406	478653	391798	451697	1696434	404528	265600	
408	565495	399982	489884	1553084	408900	131478	
410	527608	410314	486309	1515047	419424	257840	
412	581441	416288	491747	1470149	418742	243774	
414	568952	426855	551939	1740143	437379	312313	
416	596525	426540	508266	1841736	428471	341193	
418	565769	433839	522258	1924804	447297	287611	
420	616817	442304	529602	2188238	444215	295217	
422	572869	456323	552546	2184170	460168	321215	
424	634776	456130	534678	2053947	460343	358371	
426	598152	454581	541152	2063973	462272	294730	
428	663963	468517	567091	2091208	475819	358140	
430	635950	477779	600817	980937	478799	150509	
432	673284	475871	563926	2260720	484503	352419	
434	625741	473587	580358	2374428	493314	371133	
436	693130	488933	602227	2230013	499016	413055	
438	645179	499803	621483	2290214	508031	383137	
440	717737	505696	623617	2554105	513803	394905	
442	657373	510361	634310	2461280	518310	391604	
444	762540	526178	637562	2737695	528583	226652	
446	978961	596606	970231	2863916	607068	550217	
448	860316	601066	745599	2933983	612080	467419	
450	816114	610275	755734	3223998	620098	495616	
452	839276	550696	691962	2892905	552651	446553	
454	732827	559611	706264	2417953	558061	150751	
456	807639	557235	705613	2859136	565996	445818	
458	735966	570724	655785	778900	575241	391527	
460	835639	577290	747621	2886620	585995	456102	
462	781621	587628	763299	3252588	598517	493536	
464	842187	595082	746876	3134477	599402	475820	
466	817459	599478	763435	3212116	613415	495667	
468	878866	600390	772692	3151667	613572	499616	
470	808383	637834	713829	1137494	626314	521310	
472	903902	622110	798872	3292145	628828	508913	
474	889475	647475	811931	3336746	639920	524807	
476	903195	636318	818435	3520186	650288	532282	
478	923530	653263	897781	3628116	657397	521363	
480	952784	654449	838183	2690941	662889	168663	
482	919421	664815	863399	3633955	676180	595819	
484	991342	673795	874257	3571599	682318	629870	
486	913451	688914	904013	3515769	697213	643238	
488	1016346	694582	916107	3770898	715817	661359	
490	971402	700036	913476	3008407	701917	372209	
492	1033572	708334	930450	3887511	712774	628384	
494	979427	724407	940135	3863541	732820	670362	
496	1070850	725115	942973	3880678	734789	671864	
498	1028137	745320	968260	2209883	743657	346751	
500	1100486	721375	978966	2864033	742732	560133	
502	1013961	757726	1011908	4105695	772024	690298	
504	1128298	757102	996892	4375829	758424	717398	
506	1077700	770353	1032657	4528518	779770	701321	
508	1162436	774809	1018734	4496781	792327	256476	
510	1565245	790314	1561171	4596877	794816	714539	
512	1151104	792668	1085329	4421512	877810	818137	
514	1357608	909855	1295040	5221658	925052	799883	
516	1480368	918153	1329841	4445980	924815	329505	
518	1452067	936205	1345171	3468249	837069	679527	
520	1414410	831598	1293457	4790430	849346	776471	
522	1400812	841279	1314739	4882425	860187	766201	
524	1509418	852707	1370913	4491373	864727	687409	
526	1462244	864402	1482981	1199519	881961	202338	
528	1596860	869915	1474322	2978841	874820	574944	
530	1584337	883490	1516922	1955526	883875	591637	
532	1659152	864889	1570018	5504981	904700	824864	
534	1686219	911252	1613056	5125102	929728	819403	
536	1747332	909101	1507997	3863923	924910	608936	
538	1564552	918028	1057350	1234787	920911	205783	
540	1816734	932859	1631653	1945405	931066	215609	
542	1832982	939562	1786985	2351407	947269	261706	
544	2074549	957367	1975297	2408376	970540	315773	
546	1856147	973098	1821660	2899474	969208	768704	
548	1956087	982086	1381058	1430414	969486	373100	
550	1958528	979453	1473626	2115956	992916	392925	
552	2040974	1000828	1986795	1418654	995964	425952	
554	2046620	1002191	1517063	2164124	1008511	486498	
556	2253589	1036217	1532157	2125129	1018309	551940	
558	2199602	1034961	1193930	2080927	1032688	408133	
560	2068776	1035748	1420993	1987240	1040514	684621	
562	1397343	1044580	1191363	1439329	1051403	678397	
564	1456399	1076919	1231457	1556207	1067433	706024	
566	2189374	1075108	2120589	6512340	1109133	967899	
568	2688941	1085304	2644159	6010538	1105618	1015333	
570	1741285	1101610	1259830	1825058	1106764	682490	
572	2303684	1110128	2224661	6122062	1125370	993513	
